"Generate ""category/product"" URL Rewrites","""카테고리/제품"" URL 재작성 생성",module,Magento_CatalogUrlRewrite,,,,,
General: Withdrawal to Non-Bank Entity,일반: 비은행 법인으로 출금,module,Magento_Paypal,,,,,
General: Withdrawal from PayPal Account,일반: PayPal 계좌에서 출금,module,Magento_Paypal,,,,,
General: Use of PayPal account for purchasing as well as receiving payments,일반: 구매 및 지급 수취를 위한 PayPal 계정 사용,module,Magento_Paypal,,,,,
General: temporary hold of a type not belonging to the other T15xx categories,일반: 다른 T15xx 범주에 속하지 않는 유형의 임시 보류,module,Magento_Paypal,,,,,
General: reversal of a type not belonging to the other T11xx categories,일반: 다른 T11xx 범주에 속하지 않는 유형의 반전,module,Magento_Paypal,,,,,
General: received payment of a type not belonging to the other T00xx categories,일반: 다른 T00xx 범주에 속하지 않는 유형의 지불을 받았습니다,module,Magento_Paypal,,,,,
General: non-payment fee of a type not belonging to the other T01xx categories,일반: 다른 T01xx 범주에 속하지 않는 유형의 미납 수수료,module,Magento_Paypal,,,,,
General: event not yet categorized,일반: 아직 분류되지 않은 이벤트,module,Magento_Paypal,,,,,
General: bonus of a type not belonging to the other T08xx categories,일반: 다른 T08xx 범주에 속하지 않는 유형의 보너스,module,Magento_Paypal,,,,,
General: adjustment of a type not belonging to the other T12xx categories,일반: 다른 T12xx 범주에 속하지 않는 유형의 조정,module,Magento_Paypal,,,,,
General. Product no longer supported,일반. 더 이상 지원되지 않는 제품,module,Magento_Paypal,,,,,
General Withdrawal from PayPal Account,PayPal 계좌에서 일반 인출,module,Magento_Paypal,,,,,
General Section,일반 섹션,module,Magento_Config,,,,,
General Report,일반 보고서,module,Magento_Invitation,,,,,
General Redemption,일반 상환,module,Magento_Paypal,,,,,
General Options,일반 옵션,module,Magento_Newsletter,,,,,
General Options,일반 옵션,module,Magento_Persistent,,,,,
General Options,일반 옵션,module,Magento_VisualMerchandiser,,,,,
General Options,일반 옵션,module,Magento_Wishlist,,,,,
General Information,일반 정보,module,Magento_Banner,,,,,
General Funding of PayPal Account,PayPal 계정의 일반 자금 조달,module,Magento_Paypal,,,,,
General Currency Conversion,일반 통화 변환,module,Magento_Paypal,,,,,
General Adjustment without businessrelated event,업무 관련 이벤트가 없는 일반 조정,module,Magento_Paypal,,,,,
General (Purchase with a credit card),일반(신용카드로 구입),module,Magento_Paypal,,,,,
General (Funds Transfer from PayPal Account to Another),일반(PayPal 계좌에서 다른 계좌로 자금 이체),module,Magento_Paypal,,,,,
General (Dividend),일반(배당금),module,Magento_Paypal,,,,,
General (Authorization),일반(권한 부여),module,Magento_Paypal,,,,,
Gender:,성별:,module,Magento_Company,,,,,
Gateway XML URL,게이트웨이 XML URL,module,Magento_Ups,,,,,
Gateway validation error,게이트웨이 유효성 검사 오류,module,Magento_Cybersource,,,,,
Gateway response is not valid.,게이트웨이 응답이 올바르지 않습니다.,module,Magento_Worldpay,,,,,
Gateway rejected,게이트웨이가 거부되었습니다.,module,Magento_Braintree,,,,,
Gateway processing error.,게이트웨이 처리 오류입니다.,module,Magento_Worldpay,,,,,
Gateway error: ' .,게이트웨이 오류: ' .,module,Magento_Authorizenet,,,,,
Future Update in this time range already exists. Select a different range to add a new Future Update.,이 시간 범위의 향후 업데이트가 이미 있습니다. 다른 범위를 선택하여 새 향후 업데이트를 추가합니다.,module,Magento_SalesRuleStaging,,,,,
Future Update already exists in this time range. Set a different range and try again.,이 시간 범위에 향후 업데이트가 이미 있습니다. 다른 범위를 설정하고 다시 시도하십시오.,module,Magento_CatalogRuleStaging,,,,,
Future Update already exists in this time range. Set a different range and try again.,이 시간 범위에 향후 업데이트가 이미 있습니다. 다른 범위를 설정하고 다시 시도하십시오.,module,Magento_CatalogStaging,,,,,
Future Update already exists in this time range. Set a different range and try again.,이 시간 범위에 향후 업데이트가 이미 있습니다. 다른 범위를 설정하고 다시 시도하십시오.,module,Magento_CmsStaging,,,,,
Future Update already exists in this time range. Set a different range and try again.,이 시간 범위에 향후 업데이트가 이미 있습니다. 다른 범위를 설정하고 다시 시도하십시오.,module,Magento_SalesRuleStaging,,,,,
Future Update already exists in this time range. Set a different range and try again.,이 시간 범위에 향후 업데이트가 이미 있습니다. 다른 범위를 설정하고 다시 시도하십시오.,module,Magento_Staging,,,,,
Funding,자금,module,Magento_Paypal,,,,,
Full page caching,전체 페이지 캐싱,module,Magento_PageCache,,,,,
Full file path is expected.,전체 파일 경로가 필요합니다.,module,Magento_Catalog,,,,,
Full,전체,module,Magento_GiftRegistry,,,,,
Fulfilled Quantity,이행 수량,module,Magento_GiftRegistry,,,,,
Fulfilled,성취,module,Magento_GiftRegistry,,,,,
Failed to validate FTP.,FTP 확인에 실패했습니다.,module,Magento_Backup,,,,,
FTP Host,FTP 호스트,module,Magento_Backup,,,,,
FTP credentials,FTP 자격 증명,module,Magento_Backup,,,,,
Use FTP Connection,FTP 연결 사용,module,Magento_Backup,,,,,
FTP Password,FTP 비밀 번호,module,Magento_Backup,,,,,
FTP Login,FTP 로그인,module,Magento_Backup,,,,,
FTP Host[:Port],FTP 호스트[:P ort],module,Magento_ScheduledImportExport,,,,,
FTP,증권 시세 표시기,module,Magento_Backup,,,,,
frontend_label,frontend_label,module,Magento_Catalog,,,,,
frontend_label,frontend_label,module,Magento_Customer,,,,,
frontend_label,frontend_label,module,Magento_Weee,,,,,
Frontend Model,프론트엔드 모델,module,Magento_Support,,,,,
Frontend Experience Settings,프런트엔드 환경 설정,module,Magento_Paypal,,,,,
Frontend Development Workflow,프론트엔드 개발 워크플로,module,Magento_Developer,,,,,
From Name,보낸 사람 이름,module,Magento_Sales,,,,,
from,보낸 사람,module,Magento_Reminder,,,,,
from,보낸 사람,module,Magento_Ui,,,,,
Freight worldwide,전 세계 화물 운송,module,Magento_Dhl,,,,,
Freight,화물,module,Magento_Fedex,,,,,
Free Shipping Amount Threshold,무료 배송 금액 기준액,module,Magento_Dhl,,,,,
Free Shipping Amount Threshold,무료 배송 금액 기준액,module,Magento_Fedex,,,,,
Free Shipping Amount Threshold,무료 배송 금액 기준액,module,Magento_Ups,,,,,
Free Shipping Amount Threshold,무료 배송 금액 기준액,module,Magento_Usps,,,,,
Free Method,자유 방법,module,Magento_Fedex,,,,,
Free Method,자유 방법,module,Magento_Ups,,,,,
Free Method,자유 방법,module,Magento_Usps,,,,,
Fraud Protection Section,사기 방지 섹션,module,Magento_Signifyd,,,,,
Fraud Protection Information,사기 방지 정보,module,Magento_Signifyd,,,,,
Fraud Protection,사기 방지,module,Magento_Signifyd,,,,,
Fraud Message,사기 메시지,module,Magento_Eway,,,,,
Fraud Management Filters,사기 관리 필터,module,Magento_Paypal,,,,,
Frame Skip,프레임 건너뛰기,module,Magento_VersionsCms,,,,,
Frame Size,프레임 크기,module,Magento_CatalogEvent,,,,,
Frame,프레임,module,Magento_VersionsCms,,,,,
Including FPT and FPT description,FPT와 설명 포함,module,Magento_Weee,,,,,
Including FPT only,FPT만 포함,module,Magento_Weee,,,,,
Enable FPT,FPT 활성화,module,Magento_Weee,,,,,
Excluding FPT. Including FPT description and final price,FPT 제외. FPT 설명과 최종 가격 포함,module,Magento_Weee,,,,,
Excluding FPT,FPT 제외,module,Magento_Weee,,,,,
FPT,증권 시세 표시기,module,Magento_Weee,,,,,
found,설립하기,module,Magento_CustomerSegment,,,,,
found,설립하기,module,Magento_Reminder,,,,,
FOUND,설립하기,module,Magento_SalesRule,,,,,
Forms to Use In,사용할 양식,module,Magento_CustomerCustomAttributes,,,,,
Forms to Use In,사용할 양식,module,Magento_Rma,,,,,
Format for IDE '%1' is not supported,IDE '%1'의 형식은 지원되지 않습니다.,module,Magento_Developer,,,,,
Form Type with the same code,동일한 코드를 사용하는 양식 유형,module,Magento_Eav,,,,,
Form Type Information,양식 유형 정보,module,Magento_CustomerCustomAttributes,,,,,
Form Title,양식 제목,module,Magento_CustomerCustomAttributes,,,,,
Form Label,양식 레이블,module,Magento_CustomerCustomAttributes,,,,,
Form Fieldset with the same code,동일한 코드를 사용하는 양식 필드 세트,module,Magento_Eav,,,,,
Form Element with the same attribute,동일한 특성을 가진 Form 요소,module,Magento_Eav,,,,,
Form Code,양식 코드,module,Magento_CustomerCustomAttributes,,,,,
Forgot and Reset Email Sender,이메일 발신자 분실 및 재설정,module,Magento_Backend,,,,,
Forced,강제,module,Magento_User,,,,,
Forbidden extensions has been used. Avoid usage of,금지된 확장이 사용되었습니다. 사용을 피하십시오,lib,web,,,,,
For Windows server only.,Windows 서버 전용입니다.,module,Magento_Backend,,,,,
For Virtual Quotes Only,가상 견적에만 해당,module,Magento_Paypal,,,,,
"For Type ""Local Server"" use relative path to Magento installation, e.g. var/export, var/import, var/export/some/dir. If remote storage is configured, use paths like import_export/export, import_export/import, import_export/export/some/dir.","""로컬 서버""유형의 경우 Magento 설치의 상대 경로 (예 : var / export, var / import, var / export / some / dir)를 사용하십시오. 원격 스토리지가 구성된 경우 import_export/export, import_export/import, import_export/export/some/dir과 같은 경로를 사용합니다.",module,Magento_ScheduledImportExport,,,,,
For Theme,테마의 경우,module,Magento_CustomerCustomAttributes,,,,,
For the last time placed.,마지막으로 배치되었습니다.,module,Magento_Search,,,,,
"For the best experience on our site, be sure to turn on Local Storage in your browser.",당사 사이트에서 최상의 경험을 얻으려면 브라우저에서 로컬 저장소를 켜야 합니다.,module,Magento_Theme,,,,,
"For the best experience on our site, be sure to turn on Javascript in your browser.",당사 사이트에서 최상의 경험을 얻으려면 브라우저에서 Javascript를 켜야 합니다.,module,Magento_Theme,,,,,
"For successfully ordered items, you'll receive a confirmation email including order numbers, tracking information, and more details.","성공적으로 주문된 품목의 경우 주문 번호, 추적 정보 및 자세한 세부 정보가 포함된 확인 이메일을 받게 됩니다.",module,Magento_Multishipping,,,,,
"For successfully order items, you'll receive a confirmation email including order numbers, tracking information and more details.","성공적으로 주문한 품목의 경우 주문 번호, 추적 정보 및 자세한 세부 정보가 포함된 확인 이메일을 받게 됩니다.",module,Magento_Multishipping,,,,,
For submitting a product review,제품 리뷰 제출,module,Magento_Reward,,,,,
For some reason we can't retrieve tracking info right now.,어떤 이유로든 지금은 추적 정보를 검색할 수 없습니다.,module,Magento_Fedex,,,,,
For some reason we can't retrieve tracking info right now.,어떤 이유로든 지금은 추적 정보를 검색할 수 없습니다.,module,Magento_Usps,,,,,
For shipping to multiple family members and friends,여러 가족 및 친구에게 배송하는 경우,theme,frontend/Magento/luma,,,,,
For shipment with matching items,일치하는 품목과 함께 배송하는 경우,module,Magento_OfflineShipping,,,,,
For Product,제품을 위해,module,Magento_UrlRewrite,,,,,
for or greater than,for 또는 보다 큼,module,Magento_Reminder,,,,,
For Multishipping,복수 배송의 경우,module,Magento_Support,,,,,
For matching items only,일치하는 항목에만 해당,module,Magento_OfflineShipping,,,,,
For internal use,내부용,module,Magento_Catalog,,,,,
for greater than,보다 큰 경우,module,Magento_Reminder,,,,,
"For details, see",자세한 내용은 다음을 참조하십시오.,module,Magento_Multishipping,,,,,
For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.,cron 실행 중에 생성된 올바른 URL의 경우 Web > 보안 및 비보안 기본 URL이 명시적으로 설정되어 있는지 확인하십시오. 모든 시간은 분 단위입니다.,module,Magento_Cron,,,,,
For CMS page,CMS 페이지의 경우,module,Magento_UrlRewrite,,,,,
For Checkout,결제를 위해,module,Magento_Support,,,,,
For Category,카테고리의 경우,module,Magento_UrlRewrite,,,,,
"For better search results, first choose a gift registry type. By default, we search all registry types.",더 나은 검색 결과를 얻으려면 먼저 선물 레지스트리 유형을 선택하십시오. 기본적으로 모든 레지스트리 유형을 검색합니다.,module,Magento_GiftRegistry,,,,,
"For better results, add attributes and attribute values to your products.",더 나은 결과를 얻으려면 제품에 속성과 속성 값을 추가하세요.,module,Magento_ConfigurableProduct,,,,,
"For accurate reporting, be sure to refresh lifetime statistics whenever you change the time zone.",정확한 보고를 위해 시간대를 변경할 때마다 전체 기간 통계를 새로 고쳐야 합니다.,module,Magento_Reports,,,,,
for,때문에,module,Magento_Reminder,,,,,
Footer Template,바닥글 템플릿,module,Magento_Email,,,,,
Fonts Assets,글꼴 자산,module,Magento_Theme,,,,,
Following Error(s) has been occurred during importing process:,가져 오기 프로세스 중에 다음 오류가 발생했습니다.,module,Magento_ImportExport,,,,,
Flush Static Files,스태틱 파일 플러시,module,Magento_Backend,,,,,
Flush Js/Css,Js/Css 플러시,module,Magento_Backend,,,,,
Flush,플러시,module,Magento_Logging,,,,,
Flat-Rate Envelope,정액 봉투,module,Magento_Usps,,,,,
Flat,플랫,module,Magento_Usps,,,,,
fl,플로리다,module,Magento_Catalog,,,,,
Fixer.io (legacy),Fixer.io(레거시),lib,web,,,,,
Fixer.io,Fixer.io,module,Magento_Directory,,,,,
Fixer Api(API Layer),Fixer API(API 레이어),lib,web,,,,,
Fixed Price: From,고정 가격: 최저가,module,Magento_ImportExport,,,,,
First-Class Package Service Hold For Pickup,픽업을 위한 일류 패키지 서비스 보류,module,Magento_Usps,,,,,
First-Class Package Service - Retail,일류 패키지 서비스 - 리테일,module,Magento_Usps,,,,,
First-Class Package Service,일류 패키지 서비스,module,Magento_Usps,,,,,
First-Class Package International Service,일류 패키지 국제 서비스,module,Magento_Usps,,,,,
First-Class Mail Postcards,일류 우편 엽서,module,Magento_Usps,,,,,
First-Class Mail Letter,일류 우편 편지,module,Magento_Usps,,,,,
First-Class Mail Large Postcards,일류 우편 대형 엽서,module,Magento_Usps,,,,,
First-Class Mail Large Envelope,일류 우편 큰 봉투,module,Magento_Usps,,,,,
First-Class Mail International Postcard,1종 우편 국제 엽서,module,Magento_Usps,,,,,
First-Class Mail International Letter,일류 우편 국제 편지,module,Magento_Usps,,,,,
First-Class Mail International Large Envelope,1종 우편 국제 대형 봉투,module,Magento_Usps,,,,,
First Overnight,첫 번째 하룻밤,module,Magento_Fedex,,,,,
First character must be letter.,첫 번째 문자는 문자여야 합니다.,module,Magento_Ui,,,,,
First character must be letter.,첫 번째 문자는 문자여야 합니다.,lib,web,,,,,
First,첫,module,Magento_Reward,,,,,
First,첫,module,Magento_VersionsCms,,,,,
Finished At,완료 시간,module,Magento_Support,,,,,
Finish Date,완료 날짜,module,Magento_Paypal,,,,,
Find Partners & Extensions,파트너 및 확장 프로그램 찾기,module,Magento_Marketplace,,,,,
Find Order By,주문 기준 찾기,module,Magento_Sales,,,,,
Final commit,최종 커밋,module,Magento_Solr,,,,,
Filtering by this attribute will update the product image on catalog page,이 속성으로 필터링하면 카탈로그 페이지의 제품 이미지가 업데이트됩니다,module,Magento_Swatches,,,,,
Filterable (with results),필터링 가능(결과 포함),module,Magento_LayeredNavigation,,,,,
Filterable (no results),필터링 가능(결과 없음),module,Magento_LayeredNavigation,,,,,
Filesystem is not writable.,파일 시스템에 쓸 수 없습니다.,module,Magento_Config,,,,,
"File with an extension ""%value%"" is protected and cannot be uploaded","확장자가 ""%value%""인 파일은 보호되어 업로드할 수 없습니다.",module,Magento_MediaStorage,,,,,
File validation failed.,파일 유효성 검사에 실패했습니다.,module,Magento_Catalog,,,,,
File validation failed.,파일 유효성 검사에 실패했습니다.,module,Magento_Cms,,,,,
File validation failed.,파일 유효성 검사에 실패했습니다.,module,Magento_MediaStorage,,,,,
File to Import,가져올 파일,module,Magento_ImportExport,,,,,
File System,파일 시스템,module,Magento_MediaStorage,,,,,
File system,파일 시스템,module,Magento_MediaStorage,,,,,
"File not found: ""%1"".","파일을 찾을 수 없습니다: ""%1"".",module,Magento_Theme,,,,,
File not found,파일을 찾을 수 없습니다.,module,Magento_SampleData,,,,,
File name,파일 이름,module,Magento_ImportExport,,,,,
File Name,파일 이름,module,Magento_ScheduledImportExport,,,,,
File must be saved in UTF-8 encoding for proper import,적절한 가져오기를 위해 파일을 UTF-8 인코딩으로 저장해야 합니다.,module,Magento_ImportExport,,,,,
"File must be in .csv format and include ""SKU"" and ""QTY"" columns","파일은 .csv 형식이어야 하며 ""SKU"" 및 ""QTY"" 열을 포함해야 합니다.",module,Magento_QuickOrder,,,,,
File Mode,파일 모드,module,Magento_ScheduledImportExport,,,,,
"File is valid! To start import process press ""Import"" button","파일이 유효합니다! 가져 오기 프로세스를 시작하려면 ""가져 오기""버튼을 누릅니다.",module,Magento_ImportExport,,,,,
File history path:,파일 히스토리 경로:,module,Magento_ScheduledImportExport,,,,,
File has been not created,파일이 만들어지지 않았습니다.,module,Magento_ScheduledImportExport,,,,,
File handler unreachable,파일 처리기에 연결할 수 없습니다.,module,Magento_Sitemap,,,,,
File formats for upload,업로드할 파일 형식,module,Magento_NegotiableQuote,,,,,
File Format 1,파일 형식 1,module,Magento_ImportExport,,,,,
File Format,파일 형식,module,Magento_ScheduledImportExport,,,,,
File Extensions,파일 확장자,module,Magento_CustomerCustomAttributes,,,,,
File Extensions,파일 확장자,module,Magento_Rma,,,,,
File does not exist,파일이 존재하지 않습니다.,module,Magento_Support,,,,,
File directory '%1' is not writable.,파일 디렉터리 '%1'은(는) 쓸 수 없습니다.,module,Magento_CatalogImportExport,,,,,
File directory '%1' is not writable.,파일 디렉터리 '%1'은(는) 쓸 수 없습니다.,module,Magento_DownloadableImportExport,,,,,
File directory '%1' is not readable.,파일 디렉터리 '%1'을(를) 읽을 수 없습니다.,module,Magento_CatalogImportExport,,,,,
File directory '%1' is not readable.,파일 디렉터리 '%1'을(를) 읽을 수 없습니다.,module,Magento_DownloadableImportExport,,,,,
File Directory,파일 디렉토리,module,Magento_ScheduledImportExport,,,,,
File can not be moved from temporary folder to the destination folder.,임시 폴더에서 대상 폴더로 파일을 이동할 수 없습니다.,module,Magento_Downloadable,,,,,
File app/etc/%1 can't be read. Please check if it exists and has read permissions.,app/etc/%1 파일을 읽을 수 없습니다. 존재하고 읽기 권한이 있는지 확인하십시오.,module,Magento_Deploy,,,,,
File (attachment),파일(첨부 파일),module,Magento_CustomAttributeManagement,,,,,
File '%1' was not found or has read restriction.,%1' 파일을 찾을 수 없거나 읽기 제한이 있습니다.,module,Magento_CatalogImportExport,,,,,
File %1 is not readable,%1 파일을 읽을 수 없습니다.,module,Magento_MediaStorage,,,,,
File %1 is not found.,%1 파일을 찾을 수 없습니다.,module,Magento_Support,,,,,
File '%1' is not an image.,파일 '%1'은(는) 이미지가 아닙니다.,module,Magento_Catalog,,,,,
File %1 deleted,%1 파일이 삭제되었습니다.,module,Magento_ImportExport,,,,,
Fieldset Title,필드 집합 제목,module,Magento_CustomerCustomAttributes,,,,,
Fieldset Properties,Fieldset 속성,module,Magento_CustomerCustomAttributes,,,,,
Fieldset Code,필드셋 코드,module,Magento_CustomerCustomAttributes,,,,,
Fields enclosure,필드 인클로저,module,Magento_ImportExport,,,,,
Field separator,필드 구분 기호,module,Magento_ImportExport,,,,,
Field separator,필드 구분 기호,module,Magento_ScheduledImportExport,,,,,
Field '%1' not found,%1' 필드를 찾을 수 없습니다.,module,Magento_Indexer,,,,,
Fetch Updates,업데이트 가져오기,module,Magento_Paypal,,,,,
Fetch,가져오기,module,Magento_Logging,,,,,
Fetch,가져오기,module,Magento_Paypal,,,,,
Fetch,가져오기,module,Magento_Sales,,,,,
Feed,피드,module,Magento_Rss,,,,,
Fee: WorldLink Check Withdrawal,수수료: WorldLink 수표 출금,module,Magento_Paypal,,,,,
Fee: Web Site Payments Pro Account Monthly,요금: 웹 사이트 지불 프로 계정 월간,module,Magento_Paypal,,,,,
Fee: Mass Pay Request,수수료: 대량 지불 요청,module,Magento_Paypal,,,,,
Fee: Foreign ACH Withdrawal,수수료: 해외 ACH 출금,module,Magento_Paypal,,,,,
Fee Reversal,수수료 반전,module,Magento_Paypal,,,,,
Fee Debit or Credit,수수료 직불 또는 신용,module,Magento_Paypal,,,,,
Fee Amount,수수료 금액,module,Magento_Paypal,,,,,
FedEx Tube,페덱스 튜브,module,Magento_Fedex,,,,,
FedEx Pak,페덱스 팩,module,Magento_Fedex,,,,,
FedEx Envelope,FedEx 봉투,module,Magento_Fedex,,,,,
FedEx Box,페덱스 박스,module,Magento_Fedex,,,,,
FedEx 25kg Box,페덱스 25kg 박스,module,Magento_Fedex,,,,,
FedEx 10kg Box,페덱스 10kg 박스,module,Magento_Fedex,,,,,
FedEx,페덱스,module,Magento_Fedex,,,,,
Features,기능,module,Magento_Paypal,,,,,
Featured Platinum Partners,주요 플래티넘 파트너,module,Magento_Marketplace,,,,,
FDS Filter Action,FDS 필터 동작,module,Magento_Authorizenet,,,,,
Favicon Icon,파비콘 아이콘,module,Magento_Theme,,,,,
FATAL ERROR:,치명적 오류:,module,Magento_Directory,,,,,
Fatal Error,치명적 오류,module,Magento_ScalableCheckout,,,,,
Failures,실패,module,Magento_User,,,,,
Failure History Lifetime,오류 기록 수명,module,Magento_Cron,,,,,
Failure #2,실패 #2,module,Magento_Payment,,,,,
Failure #1,실패 #1,module,Magento_Payment,,,,,
Failure,실패,module,Magento_Logging,,,,,
Failed to send the package,패키지를 보내지 못했습니다.,module,Magento_Ups,,,,,
Failed to send items,항목을 보내지 못했습니다.,module,Magento_Ups,,,,,
Failed to save backup with error: %1,백업을 저장하지 못했으나 오류: %1,module,Magento_Support,,,,,
Failed to Order,주문 실패,module,Magento_Multishipping,,,,,
Failed to initialize customer,고객을 초기화하지 못했습니다.,module,Magento_CustomerBalance,,,,,
Failed to get the quote,견적을 받지 못했습니다.,module,Magento_Ups,,,,,
Failed to delete %1 synonym group(s).,%1 동의어 그룹을 삭제하지 못했습니다.,module,Magento_Search,,,,,
Failed address validation:\n%1,주소 유효성 검사 실패:\n%1,module,Magento_Quote,,,,,
Failed,실패,module,Magento_Braintree,,,,,
Failed,실패,module,Magento_ScheduledImportExport,,,,,
Failed,실패,module,Magento_Support,,,,,
Extensions and Themes are an essential component of the Magento Ecosystem. Please visit the Magento Marketplace to see the latest innovations that developers have created to enhance your Magento Store.,확장 및 테마는 Magento 생태계의 필수 구성 요소입니다. Magento Marketplace를 방문하여 개발자가 Magento Store를 향상시키기 위해 만든 최신 혁신을 확인하십시오.,module,Magento_Marketplace,,,,,
Extensions,확장,module,Magento_Integration,,,,,
Extended address is too long.,확장 주소가 너무 깁니다.,module,Magento_Braintree,,,,,
Express worldwide,전 세계 익스프레스,module,Magento_Dhl,,,,,
Express Saver,익스프레스 세이버,module,Magento_Fedex,,,,,
Express envelope,익스프레스 봉투,module,Magento_Dhl,,,,,
Express easy,쉽게 표현,module,Magento_Dhl,,,,,
Express Checkout has been canceled.,익스프레스 체크아웃이 취소되었습니다.,module,Magento_Paypal,,,,,
Express Checkout APIs,익스프레스 체크아웃 API,module,Magento_Paypal,,,,,
Express Checkout and Order have been canceled.,익스프레스 체크아웃 및 주문이 취소되었습니다.,module,Magento_Paypal,,,,,
Express Checkout,익스프레스 체크아웃,module,Magento_Paypal,,,,,
Express 9:00,익스프레스 9:00,module,Magento_Dhl,,,,,
Express 12:00,급행 12:00,module,Magento_Dhl,,,,,
Express 10:30,익스프레스 10:30,module,Magento_Dhl,,,,,
Exported %1 rows.,%1 행을 내보냈습니다.,module,Magento_ImportExport,,,,,
Export VCL for Varnish %1,바니시에 대한 VCL 내보내기 %1,module,Magento_PageCache,,,,,
Export Tax Rates,수출세율,module,Magento_TaxImportExport,,,,,
Export CSV,CSV 내보내기,module,Magento_OfflineShipping,,,,,
Export Configuration,구성 내보내기,module,Magento_PageCache,,,,,
Explanation,설명,module,Magento_Shipping,,,,,
Expires:,만료:,module,Magento_GiftCardAccount,,,,,
Expires:,만료:,module,Magento_NegotiableQuote,,,,,
Expires on %1,%1에 만료,module,Magento_Reward,,,,,
expires on,만료일,module,Magento_NegotiableQuote,,,,,
expires,만료,module,Magento_Braintree,,,,,
Expires,만료,module,Magento_NegotiableQuote,,,,,
expires,만료,module,Magento_Paypal,,,,,
Expires,만료,module,Magento_Reward,,,,,
expires,만료,module,Magento_Vault,,,,,
Expired reward,만료된 보상,module,Magento_Reward,,,,,
Expired,만료됨,module,Magento_GiftCardAccount,,,,,
Expired,만료됨,module,Magento_NegotiableQuote,,,,,
Expiration year is invalid. It must be between 1975 and 2201.,만료 연도가 잘못되었습니다. 1975년에서 2201년 사이여야 합니다.,module,Magento_Braintree,,,,,
Expiration year is invalid.,만료 연도가 잘못되었습니다.,module,Magento_Braintree,,,,,
Expiration month is invalid.,만료 월이 잘못되었습니다.,module,Magento_Braintree,,,,,
Expiration Date Reset,만료 날짜 재설정,module,Magento_NegotiableQuote,,,,,
Expiration date is required.,만료 날짜가 필요합니다.,module,Magento_Braintree,,,,,
Expiration date is invalid.,만료 날짜가 잘못되었습니다.,module,Magento_Braintree,,,,,
"Expiration date for the Quote %quoteName has been reset so you can keep working on the quote.,module,Magento_NegotiableQuote
You can set a new expiration date if you wish.","견적 %quoteName의 만료 날짜가 재설정되어 견적 작업을 계속할 수 있습니다.,모듈,Magento_NegotiableQuote
원하는 경우 새 만료 날짜를 설정할 수 있습니다.",module,Magento_NegotiableQuote,,,,,
Expiration Date,만료 날짜,module,Magento_Security,,,,,
Experiment code should be added to the original page only.,실험 코드는 원본 페이지에만 추가해야 합니다.,module,Magento_GoogleOptimizer,,,,,
Experiment Code,실험 코드,module,Magento_GoogleOptimizer,,,,,
expectedResult,expectedResult(예상된 결과),module,Magento_Email,,,,,
Expected Level,예상 수준,module,Magento_Support,,,,,
Expected Delivery:,예상 배송일:,module,Magento_Fedex,,,,,
Expected Children Count,예상 자녀 수,module,Magento_Support,,,,,
Expand,넓히다,module,Magento_Support,,,,,
exists,존재,module,Magento_CustomerSegment,,,,,
"Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.","장바구니에 있는 ""%1"" 제품의 기존 수량이 방금 요청한 %2 수량으로 대체되었습니다.",module,Magento_GiftRegistry,,,,,
Executed At,실행 시간,module,Magento_Support,,,,,
"Excluding prefix, suffix and separators.","접두사, 접미사 및 구분 기호는 제외됩니다.",module,Magento_SalesRule,,,,,
Exclude from Navigation Menu,탐색 메뉴에서 제외,module,Magento_VersionsCms,,,,,
Excl. tax:,세금 제외:,module,Magento_Tax,,,,,
Excl. Tax,세금 제외,module,Magento_ConfigurableProduct,,,,,
Excessive name changes. The customer changed the name two or more times in the last six months,과도한 이름 변경. 고객이 지난 6개월 동안 이름을 두 번 이상 변경했습니다.,module,Magento_Cybersource,,,,,
Excessive address change. The customer changed the billing address two or more times in the last six months,과도한 주소 변경. 고객이 지난 6개월 동안 청구 주소를 두 번 이상 변경했습니다.,module,Magento_Cybersource,,,,,
exception: %message,예외: %Message,module,Magento_Indexer,,,,,
Exception occurred during update quote,업데이트 견적 중에 예외가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Exception occurred during quote view %1,%1 견적 보기 중에 예외가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Exception occurred during quote sending,견적을 보내는 동안 예외가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Exception occurred during quote saving,견적을 저장하는 동안 예외가 발생했습니다.,module,Magento_NegotiableQuote,,,,,
Exception occurred during quote print: %1,견적 인쇄 중에 예외가 발생했습니다: %1,module,Magento_NegotiableQuote,,,,,
Exception occurred during order load,주문 로드 중 예외가 발생했습니다.,module,Magento_Sales,,,,,
Exception message.,예외 메시지입니다.,module,Magento_CompanyCredit,,,,,
Exception message.,예외 메시지입니다.,module,Magento_SharedCatalog,,,,,
Exception Message,예외 메시지,module,Magento_CompanyCredit,,,,,
exception message,예외 메시지,module,Magento_NegotiableQuote,,,,,
Exception Message,예외 메시지,module,Magento_RequisitionList,,,,,
exception message,예외 메시지,module,Magento_SharedCatalog,,,,,
Exception Message,예외 메시지,module,Magento_SharedCatalog,,,,,
